Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO
318,P.J. Forbes,2001-11-01,Philadelphia Phillies,PHI,34,0.0,2,12,17,1,3,0,3,0,0,.176,.176,.176,.353,,,,,,,,,,,,
319,Javier Martinez,2001-10-30,Cincinnati Reds,CIN,25,,3,,,,,,,,,,,,,,,,,,,,,,,,
320,Ben Ford,2001-10-29,Chicago Cubs,CHC,26,-0.2,2,12,0,0,0,0,0,0,0,,,,,0,1,9.43,1.762,12,2,0,21.0,27,3,10,10
321,Ryan Jackson,2001-10-29,Detroit Tigers,DET,30,-1.2,3,222,446,49,106,7,52,7,31,.238,.290,.348,.637,,,,,,,,,,,,
322,James Lofton,2001-10-27,Boston Red Sox,BOS,28,-0.4,1,8,26,1,5,0,1,2,1,.192,.214,.231,.445,,,,,,,,,,,,
323,Ken Cloude,2001-10-26,Seattle Mariners,SEA,27,-1.0,4,,,,,,,,,,,,,,,,,,,,,,,,
324,Mark Dalesandro,2001-10-26,Chicago White Sox,CHW,34,-0.2,5,79,129,17,31,3,17,1,3,.240,.259,.364,.624,,,,,,,,,,,,
325,Jason Phillips,2001-10-26,Cleveland Indians,CLE,28,-0.4,1,6,0,0,0,0,0,0,0,,,,,0,0,11.57,2.429,6,0,0,7.0,11,2,6,7
326,Aaron Small,2001-10-26,Atlanta Braves,ATL,30,,5,138,1,0,0,0,0,0,0,.000,.000,.000,.000,15,10,5.23,1.654,138,3,4,201.1,241,19,92,112
327,Damon Hollins,2001-10-25,Atlanta Braves,ATL,28,,1,8,15,1,3,0,2,0,0,.200,.200,.200,.400,,,,,,,,,,,,
328,Joey Eischen,2001-10-22,Montreal Expos,MON,32,0.1,5,95,8,0,0,0,0,0,0,.000,.000,.000,.000,1,3,4.49,1.587,95,0,0,120.1,129,12,62,88
329,David Lundquist,2001-10-22,San Diego Padres,SDP,29,-0.4,2,34,0,0,0,0,0,0,0,,,,,1,2,7.34,1.608,34,0,0,41.2,48,4,19,37
330,Jorge Velandia,2001-10-22,New York Mets,NYM,27,-0.5,5,127,121,7,16,0,4,2,7,.132,.192,.165,.358,,,,,,,,,,,,
